Username,ItemID,Bias,EventName
vincentedward,1506,Chaewon,Reality Show
michelle94,1507,Eunchae,Fan Meet-Up
hgordon,1508,Eunchae,Concert
sarah65,1509,Kazuha,Concert
warroyo,1510,Eunchae,Reality Show
slopez,1511,Yunjin,Fan Meet-Up
edwardsphilip,1512,Yunjin,Reality Show
petersjames,1513,Eunchae,Fan Meet-Up
kimberly16,1514,Chaewon,Fan Meet-Up
caitlin90,1515,Chaewon,Merch Sale Event
kellyhammond,1516,Kazuha,Concert
alexandraharper,1517,Yunjin,Reality Show
david31,1518,Yunjin,Merch Sale Event
gary13,1519,Sakura,Fan Meet-Up
leejared,1520,Sakura,Reality Show
jeremygreen,1521,Yunjin,Concert
robertsanne,1522,Yunjin,Fan Meet-Up
ukerr,1523,Kazuha,Concert
martin36,1524,Chaewon,Reality Show
harrisgreg,1525,Chaewon,Reality Show
daustin,1526,Chaewon,Merch Sale Event
hadams,1527,Eunchae,Merch Sale Event
walkerrachel,1528,Yunjin,Concert
rayanne,1529,Eunchae,Concert
solson,1530,Sakura,Concert
ggardner,1531,Eunchae,Merch Sale Event
riceteresa,1532,Sakura,Reality Show
russelltara,1533,Sakura,Fan Meet-Up
scochran,1534,Chaewon,Merch Sale Event
jasonwilliams,1535,Yunjin,Merch Sale Event
elizabeth26,1536,Chaewon,Merch Sale Event
lauren77,1537,Chaewon,Tour
flowerscarolyn,1538,Eunchae,Reality Show
johnbrown,1539,Kazuha,Tour
jerry22,1540,Yunjin,Concert
ystokes,1541,Kazuha,Reality Show
pgreen,1542,Yunjin,Fan Meet-Up
patriciagilbert,1543,Kazuha,Tour
swansonroger,1544,Sakura,Merch Sale Event
beasleythomas,1545,Kazuha,Concert
melissakelly,1546,Kazuha,Merch Sale Event
danasmith,1547,Sakura,Merch Sale Event
elizabeth40,1548,Yunjin,Concert
maciasalexandra,1549,Kazuha,Merch Sale Event
eric60,1550,Kazuha,Concert
webbchristopher,1551,Chaewon,Tour
cooperjennifer,1552,Chaewon,Concert
andreasnyder,1553,Yunjin,Concert
angela73,1554,Kazuha,Concert
mercedes66,1555,Yunjin,Fan Meet-Up
alexandrastuart,1556,Yunjin,Reality Show
angelastone,1557,Kazuha,Reality Show
caldwelljoshua,1558,Sakura,Reality Show
staceybaker,1559,Eunchae,Fan Meet-Up
james42,1560,Eunchae,Tour
david87,1561,Kazuha,Concert
lhaynes,1562,Eunchae,Fan Meet-Up
charles82,1563,Eunchae,Merch Sale Event
belinda56,1564,Yunjin,Reality Show
ashley91,1565,Sakura,Merch Sale Event
samuelkoch,1566,Yunjin,Reality Show
vbell,1567,Eunchae,Concert
josephbrian,1568,Yunjin,Reality Show
judithgraham,1569,Eunchae,Merch Sale Event
jon38,1570,Yunjin,Tour
brianjohnson,1571,Kazuha,Merch Sale Event
johnsonchristopher,1572,Kazuha,Tour
melissa09,1573,Chaewon,Tour
pagechristopher,1574,Chaewon,Reality Show
fordmatthew,1575,Sakura,Fan Meet-Up
dustin79,1576,Eunchae,Reality Show
lori19,1577,Eunchae,Concert
kchen,1578,Eunchae,Concert
james19,1579,Chaewon,Fan Meet-Up
teresasilva,1580,Kazuha,Concert
kennethsmith,1581,Chaewon,Concert
adamwilliams,1582,Chaewon,Merch Sale Event
michael97,1583,Sakura,Merch Sale Event
michaelhawkins,1584,Chaewon,Merch Sale Event
atkinsbenjamin,1585,Yunjin,Merch Sale Event
benjamin91,1586,Sakura,Concert
kellylong,1587,Eunchae,Reality Show
robert07,1588,Kazuha,Fan Meet-Up
fbrown,1589,Kazuha,Concert
eugene70,1590,Sakura,Tour
david87,1591,Kazuha,Merch Sale Event
xmora,1592,Sakura,Reality Show
zhoward,1593,Yunjin,Fan Meet-Up
aaronscott,1594,Yunjin,Merch Sale Event
johnarnold,1595,Eunchae,Fan Meet-Up
jonathanrodriguez,1596,Yunjin,Tour
staceybaker,1597,Chaewon,Tour
jenniferbass,1598,Sakura,Merch Sale Event
keithsimpson,1599,Sakura,Concert
michele39,1600,Kazuha,Fan Meet-Up
ocarter,1601,Sakura,Fan Meet-Up
craigowen,1602,Eunchae,Reality Show
julia39,1603,Chaewon,Merch Sale Event
michaelmichael,1604,Kazuha,Concert
mooremichele,1605,Chaewon,Fan Meet-Up
jonesandrea,1606,Yunjin,Reality Show
robert07,1607,Eunchae,Merch Sale Event
morganstacey,1608,Yunjin,Tour
fhart,1609,Yunjin,Merch Sale Event
bryan52,1610,Kazuha,Tour
abyrd,1611,Eunchae,Concert
deborahcooke,1612,Yunjin,Tour
dorothyadkins,1613,Kazuha,Tour
brianlarson,1614,Chaewon,Concert
bullockmichael,1615,Yunjin,Concert
caitlynnunez,1616,Yunjin,Reality Show
tvincent,1617,Eunchae,Tour
vlucero,1618,Yunjin,Tour
pramirez,1619,Eunchae,Fan Meet-Up
kellyhammond,1620,Kazuha,Reality Show
shendricks,1621,Kazuha,Tour
josephparker,1622,Kazuha,Tour
stevewilliams,1623,Sakura,Fan Meet-Up
caldwelljoshua,1624,Yunjin,Merch Sale Event
danielle17,1625,Sakura,Merch Sale Event
thomaswilliam,1626,Kazuha,Tour
brendanguyen,1627,Kazuha,Fan Meet-Up
tonyaspencer,1628,Sakura,Reality Show
ruizpatricia,1629,Kazuha,Merch Sale Event
rnichols,1630,Yunjin,Reality Show
fmcintyre,1631,Yunjin,Tour
megan33,1632,Kazuha,Merch Sale Event
perezmichael,1633,Kazuha,Reality Show
aguilarpeter,1634,Chaewon,Reality Show
zodonnell,1635,Chaewon,Fan Meet-Up
rodgersjacqueline,1636,Sakura,Merch Sale Event
william50,1637,Sakura,Merch Sale Event
dennis18,1638,Sakura,Concert
sharpellen,1639,Chaewon,Tour
rachel45,1640,Chaewon,Tour
obrienerik,1641,Sakura,Merch Sale Event
markray,1642,Yunjin,Concert
jameschavez,1643,Chaewon,Concert
jacksonchristopher,1644,Yunjin,Fan Meet-Up
yangronnie,1645,Chaewon,Fan Meet-Up
navarrodiane,1646,Yunjin,Tour
michael66,1647,Chaewon,Fan Meet-Up
handerson,1648,Eunchae,Merch Sale Event
juliecervantes,1649,Sakura,Reality Show
brownbobby,1650,Eunchae,Concert
rebecca96,1651,Eunchae,Reality Show
crystalhicks,1652,Chaewon,Reality Show
hammondashley,1653,Eunchae,Concert
patrick93,1654,Sakura,Merch Sale Event
hansonchristina,1655,Sakura,Concert
david54,1656,Eunchae,Tour
laura73,1657,Sakura,Concert
dawndavidson,1658,Kazuha,Fan Meet-Up
wfields,1659,Sakura,Concert
hgomez,1660,Yunjin,Reality Show
parksdavid,1661,Eunchae,Tour
judithgraham,1662,Chaewon,Tour
kayla74,1663,Chaewon,Merch Sale Event
pmoreno,1664,Kazuha,Concert
zsawyer,1665,Eunchae,Fan Meet-Up
keithsimpson,1666,Eunchae,Merch Sale Event
dariusatkinson,1667,Kazuha,Fan Meet-Up
mosestodd,1668,Yunjin,Merch Sale Event
karenphillips,1669,Chaewon,Reality Show
lowen,1670,Eunchae,Reality Show
amberpennington,1671,Yunjin,Merch Sale Event
nnoble,1672,Kazuha,Concert
gvalencia,1673,Kazuha,Fan Meet-Up
tjackson,1674,Sakura,Fan Meet-Up
laura56,1675,Eunchae,Tour
pcastillo,1676,Kazuha,Fan Meet-Up
wrightalicia,1677,Kazuha,Merch Sale Event
zorr,1678,Eunchae,Merch Sale Event
paige03,1679,Kazuha,Concert
steven38,1680,Yunjin,Tour
zimmermanlisa,1681,Yunjin,Reality Show
davismicheal,1682,Sakura,Concert
henryramsey,1683,Chaewon,Reality Show
sandra75,1684,Sakura,Fan Meet-Up
dixonteresa,1685,Kazuha,Fan Meet-Up
wesleywallace,1686,Kazuha,Tour
morganstacey,1687,Sakura,Fan Meet-Up
vbailey,1688,Kazuha,Tour
hpowell,1689,Eunchae,Fan Meet-Up
kevin16,1690,Yunjin,Fan Meet-Up
mary48,1691,Eunchae,Merch Sale Event
martinezwilliam,1692,Kazuha,Fan Meet-Up
xboyd,1693,Eunchae,Tour
vincentedward,1694,Chaewon,Reality Show
qedwards,1695,Eunchae,Concert
nsharp,1696,Kazuha,Merch Sale Event
tstevenson,1697,Kazuha,Reality Show
jennifer00,1698,Eunchae,Merch Sale Event
kellybarnes,1699,Sakura,Reality Show
donovanmichele,1700,Kazuha,Tour
torreskelsey,1701,Yunjin,Reality Show
jsmith,1702,Sakura,Concert
josephjohnson,1703,Sakura,Fan Meet-Up
kmiller,1704,Eunchae,Reality Show
ebonygibson,1705,Yunjin,Concert
cynthiagardner,1706,Chaewon,Reality Show
qdiaz,1707,Eunchae,Concert
nathan18,1708,Kazuha,Merch Sale Event
cassandralawrence,1709,Eunchae,Reality Show
heatherjones,1710,Yunjin,Concert
brownmichael,1711,Sakura,Fan Meet-Up
michaelhernandez,1712,Yunjin,Tour
michellemartinez,1713,Eunchae,Fan Meet-Up
tdunn,1714,Yunjin,Fan Meet-Up
tuckertimothy,1715,Sakura,Merch Sale Event
judithgraham,1716,Yunjin,Concert
jamieblake,1717,Yunjin,Fan Meet-Up
drichards,1718,Chaewon,Reality Show
francisco55,1719,Sakura,Concert
ashleyconner,1720,Kazuha,Reality Show
bpalmer,1721,Chaewon,Fan Meet-Up
whiteronald,1722,Yunjin,Concert
hansonmichael,1723,Yunjin,Tour
douglas59,1724,Chaewon,Fan Meet-Up
lindsey77,1725,Chaewon,Reality Show
hartchristine,1726,Sakura,Merch Sale Event
fischerchristopher,1727,Eunchae,Tour
michael46,1728,Kazuha,Tour
sydney82,1729,Kazuha,Tour
debra67,1730,Eunchae,Merch Sale Event
doylelauren,1731,Chaewon,Tour
bcochran,1732,Chaewon,Tour
jacoblove,1733,Yunjin,Fan Meet-Up
ggalvan,1734,Chaewon,Concert
pagechristopher,1735,Sakura,Reality Show
isaiah79,1736,Eunchae,Merch Sale Event
gilbertmartinez,1737,Sakura,Merch Sale Event
rhonda51,1738,Kazuha,Fan Meet-Up
matthewgutierrez,1739,Sakura,Reality Show
garciajordan,1740,Sakura,Fan Meet-Up
david51,1741,Sakura,Reality Show
nmanning,1742,Eunchae,Concert
smithjohn,1743,Eunchae,Fan Meet-Up
lowen,1744,Eunchae,Tour
xwatts,1745,Chaewon,Concert
flemingpatricia,1746,Chaewon,Merch Sale Event
hernandezbrooke,1747,Sakura,Fan Meet-Up
shawnosborn,1748,Kazuha,Tour
jeffreymendez,1749,Kazuha,Reality Show
omartin,1750,Kazuha,Merch Sale Event
michaelmichael,1751,Sakura,Fan Meet-Up
kclark,1752,Eunchae,Merch Sale Event
greenjill,1753,Kazuha,Fan Meet-Up
richard44,1754,Sakura,Merch Sale Event
josephbrian,1755,Sakura,Reality Show
michael52,1756,Chaewon,Merch Sale Event
frank57,1757,Chaewon,Concert
craiglee,1758,Sakura,Tour
wfields,1759,Yunjin,Fan Meet-Up
beanalan,1760,Eunchae,Concert
josephdean,1761,Sakura,Reality Show
judithgraham,1762,Eunchae,Fan Meet-Up
dawn06,1763,Kazuha,Tour
donovanamanda,1764,Yunjin,Tour
whoffman,1765,Chaewon,Fan Meet-Up
patriciawright,1766,Yunjin,Concert
eric93,1767,Eunchae,Reality Show
jesse45,1768,Chaewon,Fan Meet-Up
abyrd,1769,Kazuha,Merch Sale Event
terrihughes,1770,Yunjin,Fan Meet-Up
ualvarez,1771,Kazuha,Concert
whoffman,1772,Kazuha,Concert
browningbrian,1773,Sakura,Tour
murphychristopher,1774,Kazuha,Tour
nwright,1775,Chaewon,Tour
amywillis,1776,Kazuha,Reality Show
melissa09,1777,Sakura,Tour
qedwards,1778,Kazuha,Reality Show
ericdean,1779,Yunjin,Fan Meet-Up
wendy74,1780,Sakura,Tour
james35,1781,Kazuha,Merch Sale Event
wsnyder,1782,Kazuha,Fan Meet-Up
ywood,1783,Kazuha,Fan Meet-Up
riverajorge,1784,Eunchae,Merch Sale Event
christinamoore,1785,Yunjin,Tour
neilknight,1786,Kazuha,Merch Sale Event
markvillarreal,1787,Chaewon,Reality Show
lford,1788,Yunjin,Reality Show
masonlisa,1789,Eunchae,Reality Show
wgriffin,1790,Yunjin,Fan Meet-Up
dscott,1791,Kazuha,Reality Show
michael52,1792,Sakura,Concert
byates,1793,Kazuha,Merch Sale Event
timothy20,1794,Sakura,Tour
daltondavid,1795,Eunchae,Reality Show
hectorgrant,1796,Eunchae,Reality Show
wendy67,1797,Chaewon,Tour
ethan32,1798,Sakura,Merch Sale Event
qellis,1799,Yunjin,Tour
daltondavid,1800,Kazuha,Merch Sale Event
karen32,1801,Eunchae,Tour
dawn06,1802,Sakura,Tour
jenniferweaver,1803,Sakura,Fan Meet-Up
holly11,1804,Eunchae,Reality Show
jacquelinefisher,1805,Eunchae,Merch Sale Event
teresamoses,1806,Chaewon,Reality Show
imcdaniel,1807,Eunchae,Fan Meet-Up
alexanderlawrence,1808,Yunjin,Concert
ybishop,1809,Yunjin,Tour
lisahall,1810,Kazuha,Tour
andreasnyder,1811,Eunchae,Fan Meet-Up
booneshawn,1812,Sakura,Concert
laura73,1813,Chaewon,Reality Show
ypowell,1814,Chaewon,Fan Meet-Up
jeffreymendez,1815,Yunjin,Fan Meet-Up
pwells,1816,Yunjin,Concert
xrice,1817,Kazuha,Concert
brownjessica,1818,Sakura,Merch Sale Event
john34,1819,Sakura,Reality Show
mstephens,1820,Eunchae,Merch Sale Event
nhamilton,1821,Chaewon,Tour
walshpatricia,1822,Chaewon,Tour
fmcintyre,1823,Chaewon,Merch Sale Event
justin23,1824,Eunchae,Reality Show
jamie28,1825,Eunchae,Concert
savagekathryn,1826,Yunjin,Tour
lindseytaylor,1827,Eunchae,Tour
frobinson,1828,Chaewon,Merch Sale Event
pmoreno,1829,Yunjin,Reality Show
desiree45,1830,Sakura,Tour
tracy34,1831,Kazuha,Merch Sale Event
patrickgilbert,1832,Eunchae,Merch Sale Event
donald15,1833,Kazuha,Merch Sale Event
russelltara,1834,Eunchae,Reality Show
jonesstephanie,1835,Eunchae,Fan Meet-Up
dsmith,1836,Yunjin,Merch Sale Event
rose46,1837,Kazuha,Reality Show
lisajones,1838,Chaewon,Concert
cherylromero,1839,Yunjin,Concert
pbird,1840,Chaewon,Concert
amberpennington,1841,Sakura,Merch Sale Event
wesleywhite,1842,Eunchae,Merch Sale Event
sandra09,1843,Eunchae,Tour
carlos47,1844,Yunjin,Tour
michelle26,1845,Chaewon,Concert
crystalhicks,1846,Sakura,Fan Meet-Up
xroth,1847,Kazuha,Concert
james35,1848,Chaewon,Concert
julia73,1849,Chaewon,Concert
chelseasmith,1850,Sakura,Tour
eharrison,1851,Yunjin,Reality Show
rharper,1852,Kazuha,Tour
april02,1853,Chaewon,Reality Show
ukelly,1854,Yunjin,Reality Show
jfisher,1855,Chaewon,Concert
markhenry,1856,Chaewon,Tour
jamesmorris,1857,Kazuha,Reality Show
tina80,1858,Kazuha,Fan Meet-Up
patrick62,1859,Sakura,Reality Show
ucannon,1860,Yunjin,Fan Meet-Up
qgilbert,1861,Eunchae,Reality Show
robertsanne,1862,Eunchae,Concert
frankvaughn,1863,Chaewon,Tour
katherinesutton,1864,Sakura,Merch Sale Event
bianca04,1865,Yunjin,Fan Meet-Up
hgomez,1866,Kazuha,Merch Sale Event
rachel45,1867,Yunjin,Fan Meet-Up
xjohnson,1868,Yunjin,Reality Show
ihunt,1869,Chaewon,Fan Meet-Up
buchananbarbara,1870,Kazuha,Merch Sale Event
thomashelen,1871,Kazuha,Fan Meet-Up
eware,1872,Sakura,Reality Show
rebeccamartin,1873,Kazuha,Merch Sale Event
stephenchambers,1874,Yunjin,Tour
millerbruce,1875,Sakura,Merch Sale Event
qhall,1876,Chaewon,Tour
johnsonshane,1877,Yunjin,Fan Meet-Up
patrick93,1878,Kazuha,Fan Meet-Up
omartin,1879,Kazuha,Tour
katherineharris,1880,Chaewon,Concert
shawnosborn,1881,Kazuha,Reality Show
rogercollins,1882,Eunchae,Reality Show
mirandahampton,1883,Sakura,Reality Show
donaldkirby,1884,Yunjin,Merch Sale Event
theresa24,1885,Yunjin,Tour
michael75,1886,Chaewon,Reality Show
kennethsmith,1887,Sakura,Tour
dustin79,1888,Sakura,Fan Meet-Up
carpenterbenjamin,1889,Chaewon,Merch Sale Event
mmathews,1890,Sakura,Reality Show
dennis18,1891,Yunjin,Merch Sale Event
erinmiles,1892,Yunjin,Concert
smithautumn,1893,Yunjin,Fan Meet-Up
carrieclark,1894,Sakura,Merch Sale Event
ymiller,1895,Sakura,Tour
williamssheri,1896,Eunchae,Reality Show
qtran,1897,Eunchae,Concert
vlopez,1898,Sakura,Merch Sale Event
ballangela,1899,Yunjin,Tour
jeremiah27,1900,Kazuha,Concert
leslie26,1901,Eunchae,Tour
rebeccayoung,1902,Chaewon,Tour
jameschavez,1903,Chaewon,Tour
qgilbert,1904,Kazuha,Reality Show
sheriwilson,1905,Chaewon,Reality Show
johngonzalez,1906,Yunjin,Reality Show
jmaldonado,1907,Sakura,Merch Sale Event
thompsonkatrina,1908,Sakura,Fan Meet-Up
cbender,1909,Chaewon,Merch Sale Event
ggonzales,1910,Sakura,Concert
slopez,1911,Sakura,Tour
craigowen,1912,Eunchae,Reality Show
kennethlane,1913,Sakura,Concert
aaronadams,1914,Eunchae,Merch Sale Event
xrice,1915,Sakura,Reality Show
brownjessica,1916,Chaewon,Reality Show
bradbrown,1917,Chaewon,Merch Sale Event
hgordon,1918,Chaewon,Merch Sale Event
rwalter,1919,Eunchae,Reality Show
elizabeth26,1920,Kazuha,Concert
taylorthomas,1921,Chaewon,Merch Sale Event
samantha16,1922,Yunjin,Tour
keith05,1923,Eunchae,Tour
simmonsstacey,1924,Yunjin,Concert
dominique69,1925,Eunchae,Tour
xlee,1926,Chaewon,Concert
donnagarcia,1927,Chaewon,Merch Sale Event
iandoyle,1928,Yunjin,Fan Meet-Up
hweaver,1929,Chaewon,Reality Show
melissa09,1930,Chaewon,Reality Show
shahbrittany,1931,Kazuha,Reality Show
michele13,1932,Sakura,Tour
dana98,1933,Sakura,Concert
mitchellkaren,1934,Sakura,Reality Show
simmonsstacey,1935,Chaewon,Fan Meet-Up
fmorales,1936,Chaewon,Merch Sale Event
michael97,1937,Kazuha,Reality Show
ericwilliams,1938,Eunchae,Merch Sale Event
angela07,1939,Sakura,Reality Show
timothyblackburn,1940,Yunjin,Concert
uschultz,1941,Yunjin,Merch Sale Event
imcmahon,1942,Yunjin,Concert
qgraham,1943,Yunjin,Reality Show
jonespedro,1944,Yunjin,Tour
dramirez,1945,Sakura,Merch Sale Event
gbradshaw,1946,Eunchae,Tour
jreed,1947,Chaewon,Concert
kbaker,1948,Yunjin,Concert
samanthapowell,1949,Sakura,Concert
hgomez,1950,Yunjin,Reality Show
robinsondenise,1951,Eunchae,Concert
kennethgrant,1952,Eunchae,Merch Sale Event
amandawoods,1953,Yunjin,Reality Show
cassandralawrence,1954,Eunchae,Reality Show
christine92,1955,Sakura,Reality Show
kristabrown,1956,Chaewon,Concert
chansummer,1957,Kazuha,Tour
melissa09,1958,Kazuha,Merch Sale Event
james39,1959,Eunchae,Tour
jamesmcdonald,1960,Chaewon,Concert
clinenicole,1961,Sakura,Merch Sale Event
fkim,1962,Yunjin,Concert
carolynpratt,1963,Eunchae,Reality Show
elizabethcunningham,1964,Kazuha,Merch Sale Event
bushgabrielle,1965,Sakura,Reality Show
joneskimberly,1966,Eunchae,Reality Show
shepherdtammy,1967,Kazuha,Merch Sale Event
aoneal,1968,Kazuha,Fan Meet-Up
jameschavez,1969,Yunjin,Merch Sale Event
daltondavid,1970,Sakura,Concert
williamsbreanna,1971,Sakura,Fan Meet-Up
maciasalexandra,1972,Yunjin,Reality Show
ydelgado,1973,Eunchae,Merch Sale Event
cnelson,1974,Sakura,Tour
dan71,1975,Sakura,Reality Show
smithkelli,1976,Kazuha,Tour
cathymorales,1977,Kazuha,Concert
sarah05,1978,Sakura,Tour
nathan18,1979,Sakura,Merch Sale Event
davidangela,1980,Yunjin,Tour
andrearivera,1981,Kazuha,Tour
nneal,1982,Eunchae,Merch Sale Event
hjuarez,1983,Eunchae,Reality Show
gregorywebb,1984,Yunjin,Tour
jennifer00,1985,Sakura,Fan Meet-Up
lindamathis,1986,Eunchae,Concert
yhill,1987,Eunchae,Merch Sale Event
mckaylynn,1988,Sakura,Concert
martinezgail,1989,Sakura,Merch Sale Event
david54,1990,Kazuha,Merch Sale Event
thompsonrobert,1991,Eunchae,Reality Show
byates,1992,Chaewon,Tour
panthony,1993,Kazuha,Tour
lyonsandrew,1994,Sakura,Concert
kenneth84,1995,Sakura,Reality Show
riceteresa,1996,Chaewon,Merch Sale Event
zsawyer,1997,Chaewon,Reality Show
samanthahughes,1998,Eunchae,Concert
beckpreston,1999,Yunjin,Reality Show
charlesorozco,2000,Eunchae,Tour
